article,version_number,version,name,image,id,combat,size,attributes,hitpoints,att,str,def,mage,range,attbns,strbns,amagic,mbns,arange,rngbns,dstab,dslash,dcrush,dmagic,drange 
Thief,4,"Varrock Gang, 1",Thief,"[[File:Thief (Varrock, 1).png|70px]]",5217,16,1,,17,14,13,12,1,1,0,0,0,0,0,0,0,0,0,0,0
Thief,5,"Varrock Gang, 2",Thief,"[[File:Thief (Varrock, 2).png|70px]]",5218,16,1,,17,14,13,12,1,1,0,0,0,0,0,0,0,0,0,0,0
Thief,6,"Varrock Gang, 3",Thief,"[[File:Thief (Varrock, 3).png|70px]]",5219,16,1,,17,14,13,12,1,1,0,0,0,0,0,0,0,0,0,0,0
Thief,7,"Varrock Gang, 4",Thief,"[[File:Thief (Varrock, 4).png|70px]]",5220,16,1,,17,14,13,12,1,1,0,0,0,0,0,0,0,0,0,0,0
Thief,8,Monk's Friend,Thief,[[File:Thief (Monk's Friend).png|90px]],4247,14,1,,17,14,10,9,1,1,6,7,0,0,0,0,8,13,14,4,9
Thief,9,"The Warrens, 1",Thief,"[[File:Thief (The Warrens, 1).png|90px]]",7914,21,1,,22,19,18,14,1,1,9,7,0,0,0,0,24,14,19,4,16
Thief,10,"The Warrens, 2",Thief,"[[File: Thief (The Warrens, 2).png|90px]]",7915,21,1,,22,19,18,14,1,1,9,7,0,0,0,0,24,14,19,4,16
Thief,11,"The Warrens, 3",Thief,"[[File:Thief (The Warrens, 3).png|90px]]",7916,21,1,,22,19,18,14,1,1,9,7,0,0,0,0,24,14,19,4,16
Sir Mordred,,,Sir Mordred,[[File:Sir Mordred.png|150px]],3527,39,1,,38,33,33,33,1,1,20,16,0,0,0,0,99,82,45,0,0
Spawn,,,Spawn,[[File:Spawn.png|190px]],"5916,5917",60,1,,15,120,30,30,1,50,0,0,0,0,0,0,0,0,0,-10,0
The Draugen,,,The Draugen,[[File:The Draugen.png|170px]],3922,69,1,undead,60,60,60,60,1,1,0,0,0,0,0,0,100,100,100,500,500
Slug Prince,,,Slug Prince,[[File:Slug Prince.png|270px]],4797,62,2,,70,50,50,50,1,1,0,0,0,0,0,0,30,30,30,99,99
Giant lobster,,,Giant lobster,[[File:Giant lobster.png|250x250px]],4799,45,2,,50,40,30,40,1,1,,,,,,,30,30,15,99,70
Penance Ranger,1,Wave 1,Penance Ranger,[[File:Penance Ranger (wave 1).png|250px]],"1668,5757",21,1,penance,20,<!--Wave 1-->,,21,,23,,,,,,,0,0,0,0,0
Penance Ranger,2,Wave 2,Penance Ranger,[[File:Penance Ranger (wave 2).png|250px]],5758,25,1,penance,28,<!--Wave 2-->,,29,,24,,,,,,,0,0,0,0,0
Penance Ranger,3,Wave 3,Penance Ranger,[[File:Penance Ranger (wave 3).png|250px]],5759,32,1,penance,29,<!--Wave 3-->,,33,,34,,,,,,,0,0,0,0,0
Penance Ranger,4,Wave 4,Penance Ranger,[[File:Penance Ranger (wave 4).png|250px]],5760,38,1,penance,34,<!--Wave 4-->,,42,,40,,,,,,,0,0,0,0,0
Penance Ranger,5,Wave 5,Penance Ranger,[[File:Penance Ranger (wave 5).png|250px]],5761,43,1,penance,41,<!--Wave 5-->,,46,,45,,,,,,,0,0,0,0,0
Penance Ranger,6,Wave 6,Penance Ranger,[[File:Penance Ranger (wave 6).png|250px]],5762,51,1,penance,50,<!--Wave 6-->,,54,,52,,,,,,,0,0,0,0,0
Penance Ranger,7,Wave 7/10,Penance Ranger,[[File:Penance Ranger (wave 7).png|250px]],5763,57,1,penance,50,<!--Wave 7/10-->,,61,,62,,,,,,,0,0,0,0,0
Penance Ranger,8,Wave 8,Penance Ranger,[[File:Penance Ranger (wave 8).png|250px]],5764,64,1,penance,54,<!--Wave 8-->,,68,,70,,,,,,,0,0,0,0,0
Penance Ranger,9,Wave 9,Penance Ranger,[[File:Penance Ranger (wave 9).png|250px]],5765,72,1,penance,58,<!--Wave 9-->,,80,,78,,,,,,,0,0,0,0,0
Penance Fighter,1,Wave 1,Penance Fighter,[[File:Penance Fighter (wave 1).png|180px]],"1667,5739",30,1,penance,28,26,26,25,,,,,,,,,0,0,0,0,0
Penance Fighter,2,Wave 2,Penance Fighter,[[File:Penance Fighter (wave 2).png|180px]],5740,32,1,penance,29,28,29,27,,,,,,,,,0,0,0,0,0
Penance Fighter,3,Wave 3,Penance Fighter,[[File:Penance Fighter (wave 3).png|180px]],5741,37,1,penance,32,33,32,34,,,,,,,,,0,0,0,0,0
Penance Fighter,4,Wave 4,Penance Fighter,[[File:Penance Fighter (wave 4).png|180px]],5742,42,1,penance,37,36,38,37,,,,,,,,,0,0,0,0,0
Penance Fighter,5,Wave 5,Penance Fighter,[[File:Penance Fighter (wave 5).png|180px]],5743,47,1,penance,38,41,43,44,,,,,,,,,0,0,0,0,0
Penance Fighter,6,Wave 6,Penance Fighter,[[File:Penance Fighter (wave 6).png|180px]],5744,56,1,penance,49,50,48,48,,,,,,,,,0,0,0,0,0
Penance Fighter,7,Wave 7/10,Penance Fighter,[[File:Penance Fighter (wave 7).png|180px]],5745,61,1,penance,50,56,55,52,,,,,,,,,0,0,0,0,0
Penance Fighter,8,Wave 8,Penance Fighter,[[File:Penance Fighter (wave 8).png|180px]],5746,68,1,penance,55,60,61,62,,,,,,,,,0,0,0,0,0
Penance Fighter,9,Wave 9,Penance Fighter,[[File:Penance Fighter (wave 9).png|180px]],5747,77,1,penance,56,71,73,66,,,,,,,,,0,0,0,0,0
Newtroost,,,Newtroost,[[File:Newtroost.png|250px]],3605,19,1,,18,18,16,17,1,1,0,0,0,0,0,0,0,0,0,0,0
Spidine,,,Spidine,[[File:Spidine.png|250px]],3602,42,1,,35,37,40,36,1,1,0,0,0,0,0,0,0,0,0,0,0
Ice spider,1,Normal,Ice spider,[[File:Ice spider.png|200px]],3022,61,1,,65,50,55,43,1,1,0,0,0,0,0,0,20,17,12,13,13
Ice spider,2,Settlement Ruins,Ice spider,[[File:Ice spider.png|200px]],10722,61,1,,65,50,55,43,1,1,0,0,0,0,0,0,20,17,12,13,13
H.A.M. Mage,,,H.A.M. Mage,[[File:H.A.M. Mage.png|110px]],5158,30,1,,35,0,0,30,30,1,0,0,8,0,0,0,5,5,0,0,5
Damis,1,First form,Damis,[[File:Damis first form.png|150px]],"682,6346",103,1,,90,90,90,90,1,1,0,80,0,0,0,0,60,60,60,60,60
Damis,2,Second form,Damis,[[File:Damis.png|150px]],"683,6347",174,1,,200,160,100,160,1,1,0,100,0,0,0,0,100,100,100,80,120
Damis,3,First form (hard),Damis (hard),[[File:Damis first form.png|150px]],1134,200,1,,198,198,198,90,1,1,0,80,0,0,0,0,60,60,60,60,60
Damis,4,Second form (hard),Damis (hard),[[File:Damis.png|150px]],1135,272,1,,255,320,200,160,1,1,0,100,0,0,0,0,100,100,100,80,120
Frog,,,Frog,[[File:Giant frog.png|250px]],8702,5,1,,8,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Entrana firebird,,,Entrana firebird,[[File:Entrana firebird.png|250px]],4927,2,2,,5,1,1,1,1,1,-31,-26,0,0,0,0,-26,-26,-26,-26,-26
Penance Healer,1,Wave 1,Penance Healer,[[File:Penance Healer (wave 1).png|120px]],"1670,5766",N/A,1,,27,<!--Wave 1-->,,,,,,,,,,,,,,,
Penance Healer,2,Wave 2,Penance Healer,[[File:Penance Healer (wave 2).png|120px]],5767,N/A,1,,32,<!--Wave 2-->,,,,,,,,,,,,,,,
Penance Healer,3,Wave 3,Penance Healer,[[File:Penance Healer (wave 3).png|120px]],5768,N/A,1,,37,<!--Wave 3-->,,,,,,,,,,,,,,,
Penance Healer,4,Wave 4,Penance Healer,[[File:Penance Healer (wave 4).png|120px]],5769,N/A,1,,43,<!--Wave 4-->,,,,,,,,,,,,,,,
Penance Healer,5,Wave 5,Penance Healer,[[File:Penance Healer (wave 5).png|120px]],5770,N/A,1,,49,<!--Wave 5-->,,,,,,,,,,,,,,,
Penance Healer,6,Wave 6,Penance Healer,[[File:Penance Healer (wave 6).png|120px]],5771,N/A,1,,55,<!--Wave 6-->,,,,,,,,,,,,,,,
Penance Healer,7,Wave 7/10,Penance Healer,[[File:Penance Healer (wave 7).png|120px]],5772,N/A,1,,60,<!--Wave 7/10-->,,,,,,,,,,,,,,,
Penance Healer,8,Wave 8,Penance Healer,[[File:Penance Healer (wave 8).png|120px]],5773,N/A,1,,67,<!--Wave 8-->,,,,,,,,,,,,,,,
Penance Healer,9,Wave 9,Penance Healer,[[File:Penance Healer (wave 9).png|120px]],5774,N/A,1,,76,<!--Wave 9-->,,,,,,,,,,,,,,,
Skeleton brute,,,Skeleton brute,[[File:Skeleton brute.png|130px]],1538,132,1,undead,124,115,114,110,1,1,9,15,0,0,0,0,0,3,2,-3,2
Zombie pirate,1,1,Zombie pirate,[[File:Zombie pirate (1).png|x270px]],613,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,2,2,Zombie pirate,[[File:Zombie pirate (2).png|x270px]],614,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,3,3,Zombie pirate,[[File:Zombie pirate (3).png|x270px]],615,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,4,4,Zombie pirate,[[File:Zombie pirate (4).png|x270px]],616,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,5,5,Zombie pirate,[[File:Zombie pirate (5).png|x270px]],617,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,6,6,Zombie pirate,[[File:Zombie pirate (6).png|x270px]],618,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,7,7,Zombie pirate,[[File:Zombie pirate (7).png|x270px]],"563,564",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,8,8,Zombie pirate,[[File:Zombie pirate (8).png|x270px]],"565,566",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,9,9,Zombie pirate,[[File:Zombie pirate (9).png|x270px]],567,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,10,10,Zombie pirate,[[File:Zombie pirate (10).png|x270px]],568,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,11,11,Zombie pirate,[[File:Zombie pirate (11).png|x270px]],"569,570",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,12,12,Zombie pirate,[[File:Zombie pirate (12).png|x270px]],571,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,13,13,Zombie pirate,[[File:Zombie pirate (13).png|x270px]],572,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,14,14,Zombie pirate,[[File:Zombie pirate (14).png|x270px]],573,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,15,15,Zombie pirate,[[File:Zombie pirate (15).png|x270px]],574,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,16,16,Zombie pirate,[[File:Zombie pirate (16).png|x270px]],575,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,17,17,Zombie pirate,[[File:Zombie pirate (17).png|x270px]],576,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,18,18,Zombie pirate,[[File:Zombie pirate (18).png|x270px]],577,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,19,19,Zombie pirate,[[File:Zombie pirate (19).png|x270px]],578,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,20,20,Zombie pirate,[[File:Zombie pirate (20).png|x270px]],579,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,21,21,Zombie pirate,[[File:Zombie pirate (21).png|x270px]],580,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,22,22,Zombie pirate,[[File:Zombie pirate (22).png|x270px]],581,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,23,23,Zombie pirate,[[File:Zombie pirate (23).png|x270px]],"582,583",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,24,24,Zombie pirate,[[File:Zombie pirate (24).png|x270px]],"584,585",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,25,25,Zombie pirate,[[File:Zombie pirate (25).png|x270px]],"586,587",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,26,26,Zombie pirate,[[File:Zombie pirate (26).png|x270px]],"588,589",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,27,27,Zombie pirate,[[File:Zombie pirate (27).png|x270px]],"590,591",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,28,28,Zombie pirate,[[File:Zombie pirate (28).png|x270px]],592,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,29,29,Zombie pirate,[[File:Zombie pirate (29).png|x270px]],"593,594",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,30,30,Zombie pirate,[[File:Zombie pirate (30).png|x270px]],"595,596",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,31,31,Zombie pirate,[[File:Zombie pirate (31).png|x270px]],"597,598",57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie pirate,32,32,Zombie pirate,[[File:Zombie pirate (32).png|x270px]],599,57,1,undead,52,49,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Bouncer,1,Quest,Bouncer,[[File:Bouncer.png|240px]],1224,137,2,demon,116,120,120,120,1,1,0,0,0,0,0,0,0,0,0,0,0
Bouncer,2,Normal,Bouncer,[[File:Bouncer.png|240px]],6355,137,2,demon,116,120,120,120,1,1,0,0,0,0,0,0,0,0,0,0,0
Bouncer,3,Hard,Bouncer (hard),[[File:Bouncer.png|240px]],6293,244,2,demon,232,240,240,120,1,1,0,0,0,0,0,0,0,0,0,0,0
Skeleton (Ape Atoll),,,Skeleton,[[File:Skeleton (Ape Atoll).png|200px]],5237,142,1,undead,77,180,90,110,110,1,50,0,0,0,0,0,0,0,0,0,0
Gorak,1,Level 145,Gorak,[[File:Gorak.png|260px]],1834,145,2,,112,130,130,131,1,1,0,0,0,0,0,0,0,0,0,0,0
Gorak,2,Level 149,Gorak,[[File:Gorak (GWD).png|200px]],3141,149,2,,128,133,126,135,1,1,0,0,0,0,0,0,0,0,0,0,0
Skogre,,,Skogre,[[File:Skogre.png|130px]],"872,878,879",44,2,undead,71,20,36,35,1,1,0,0,0,0,0,0,0,0,0,0,0
Necromancer (Necromancer Tower),,,Necromancer,[[File:Necromancer (Necromancer Tower).png|120px]],1025,26,1,,40,18,18,18,18,1,0,0,0,0,0,0,0,0,0,0,0
Gadderanks,,,Gadderanks,[[File:Gadderanks.png|160px]],"4483,4484,4485",35,1,,20,20,20,70,1,1,0,0,0,0,0,0,10,10,10,10,10
Vampyre Juvinate,1,Level 50,Vampyre Juvinate,[[File:Vampyre Juvinate.png|100px]],"4443,4486",50,1,vampyre2,60,50,37,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvinate,2,Level 54,Vampyre Juvinate,[[File:Vampyre Juvinate.png|100px]],"4427,4428,4429,4430,4432,4487",54,1,vampyre2,85,40,40,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvinate,3,Level 54 (Meiyerditch/Darkmeyer),Vampyre Juvinate,"[[File:Vampyre Juvinate (Meiyerditch, male).png|100px]][[File:Vampyre Juvinate (Meiyerditch, female).png|100px]]","3690,3691,3694,3695,3698,3699,9728,9727",54,1,vampyre2,85,40,40,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvinate,4,Level 59,Vampyre Juvinate,[[File:Juvinate.png|125px]],"5634,5637",59,1,vampyre2,50,95,16,45,50,50,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvinate,5,Level 75,Vampyre Juvinate,[[File:Vampyre Juvinate.png|100px]],4442,75,1,vampyre2,110,70,50,35,1,1,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvinate,6,Level 90,Vampyre Juvinate,[[File:Juvinate.png|125px]],"5635,5638",90,1,vampyre2,100,113,46,55,50,50,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvinate,7,Level 119,Vampyre Juvinate,[[File:Juvinate.png|125px]],"5636,5639",119,1,vampyre2,150,127,76,65,50,50,0,0,0,0,0,0,0,0,0,0,0
Menaphite Thug,1,After Quest,Menaphite Thug,[[File:Tough Guy.png|150px]],3550,55,1,,60,60,50,20,0,0,4,9,0,0,0,0,9,8,10,0,0
Menaphite Thug,2,Before Quest,Menaphite Thug,[[File:Tough Guy.png|150px]],3549,55,1,,60,60,50,20,0,0,4,9,0,0,0,0,9,8,10,0,0
Earth elemental,1,Normal,Earth elemental,[[File:Earth elemental.png|220px]],1366,35,1,,35,20,35,35,10,30,0,0,0,0,0,0,0,0,0,0,0
Earth elemental,2,Ore,Earth elemental,[[File:Earth elemental (ore).png|180px]],1367,35,1,,35,20,35,35,10,30,0,0,0,0,0,0,0,0,0,0,0
Water elemental,,,Water elemental,[[File:Water elemental.png|130px]],1370,34,1,,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
Vanstrom Klause,,,Vanstrom Klause,[[File:Vanstrom Klause (vampyre).png|100px]],"3734,3735,3736,3737,3738,3739,8239,8240",169,1,vampyre3,155,150,136,150,150,150,0,0,0,0,0,0,0,0,0,0,0
Vanstrom Klause,,,Vanstrom Klause,[[File:Vanstrom Klause (vampyre).png|100px]],"9567, 9569, 9570",459,1,vampyre3,750,0,0,180,180,0,0,0,16,18,0,0,34,34,34,34,34
K'ril Tsutsaroth,1,Normal,K'ril Tsutsaroth,[[File:K'ril Tsutsaroth.png|280px]],3129,650,5,demon,255,340,300,270,200,1,160,31,0,0,0,0,80,80,80,130,80
K'ril Tsutsaroth,2,PvM Arena,K'ril Tsutsaroth,[[File:K'ril Tsutsaroth.png|280px]],6495,650,5,demon,255,340,300,270,200,1,160,31,0,0,0,0,80,80,80,130,80
Jungle spider,,,Jungle spider,[[File:Jungle spider.png|150px]],"3020,6267,6271",44,1,,50,35,37,35,1,1,0,0,0,0,0,0,20,20,10,17,20
Dagannoth mother,1,Normal,Dagannoth mother,[[File:Dagannoth mother white.png|200px]],"980,981,982,983,984,985,986,987,988,6361,6362,6363,6364,6365,6366",100,3,,120,78,78,81,1,50,0,0,0,0,0,0,150,150,150,50,50
Dagannoth mother,2,Hard,Dagannoth mother (hard),[[File:Dagannoth mother white.png|200px]],"6300,6301,6302,6303,6304,6305",201,3,,240,186,186,81,1,120,0,0,0,0,0,0,150,150,150,50,50
Black Guard,1,Level 25,Black Guard,"[[File:Black Guard (level 25, 1).png|140px]]","1409,1410,1411,1412",25,1,,30,20,20,20,1,1,5,7,0,0,0,0,3,4,4,2,3
Black Guard,2,Level 48,Black Guard,"[[File:Black Guard (level 48, 1).png|140px]]","6046,6047,6048,6049,8474,8475,8476",48,1,,40,40,45,45,1,1,30,30,0,0,0,0,40,40,40,0,40
Gorad,,,Gorad,[[File:Gorad.png|250px]],4367,68,2,,80,54,54,54,1,1,8,6,0,0,0,0,15,27,21,0,0
The Kendal,1,Normal,The Kendal,[[File:The Kendal.png|180px]],"1377,1378,6383",70,2,,50,65,65,60,0,0,5,10,0,0,0,0,10,10,10,-10,20
The Kendal,2,Hard,The Kendal (hard),[[File:The Kendal.png|180px]],6322,210,2,,150,195,195,60,0,0,5,10,0,0,0,0,10,10,10,-10,20
Spinolyp,1,Suspicious water,Suspicious water,[[File:Placeholder.png]],"5946,5948,5962",34,1,,100,,,,,,,,,,,,,,,,
Spinolyp,2,Spinolyp (1),Spinolyp,[[File:Spinolyp.png|280px]],"5947,5963",76,1,,100,10,10,10,1,1,0,0,0,0,0,0,100,100,100,50,50
Spinolyp,3,Spinolyp (2),Spinolyp,[[File:Spinolyp.png|280px]],5961,76,1,,100,10,10,10,1,100,0,0,0,0,0,0,100,100,100,50,50
City guard,,,City guard,[[File:City guard.png|200px]],4373,83,2,,80,70,70,70,1,1,9,13,0,0,0,0,13,24,19,0,0
Enclave guard,,,Enclave guard,[[File:Enclave guard.png]],4381,83,2,,80,70,70,70,1,1,9,13,0,0,0,0,13,24,19,0,0
Ogre chieftain,,,Ogre chieftain,[[File:Ogre chieftain.png|200px]],4362,81,2,,60,75,71,75,1,1,5,7,0,0,0,0,10,21,16,0,0
Ogre shaman,1,1,Ogre shaman,[[File:Ogre shaman.png|170px]],"4383,4384",113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ogre shaman,2,2,Ogre shaman,[[File:Ogre shaman 2.png|170px]],4387,113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ogre shaman,3,3,Ogre shaman,[[File:Ogre shaman 3.png|170px]],4389,113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ogre shaman,4,4,Ogre shaman,[[File:Ogre shaman 4.png|170px]],4391,113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ogre shaman,5,5,Ogre shaman,[[File:Ogre shaman 5.png|170px]],4393,113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ogre shaman,6,6,Ogre shaman,[[File:Ogre shaman 6.png|170px]],4395,113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Ogre shaman,7,Historical,Ogre shaman,[[File:Ogre shaman (unused).png|170px]],4382,113,2,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pheasant,1,1 tail,Pheasant,[[File:Pheasant (1 tail).png|200px]],373,3,1,,5,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Pheasant,2,2 tails,Pheasant,[[File:Pheasant (2 tails).png|200px]],5500,3,1,,5,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Pheasant,3,3 tails,Pheasant,[[File:Pheasant (3 tails).png|200px]],374,3,1,,5,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Pheasant,4,4 tails,Pheasant,[[File:Pheasant (4 tails).png|200px]],5502,3,1,,5,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Icelord,,,Icelord,[[File:Icelord.png]],"852,853,854,855",51,2,,60,40,40,40,1,1,0,0,0,0,0,0,0,0,0,0,0
Gardener,1,Level 3,Gardener,[[File:Gardener (Level 3).png|180px]],3276,3,1,,7,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0
Gardener,2,Level 4,Gardener,[[File:Gardener.png|180px]],"3275,3651,5512",4,1,,7,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0
Big Snake,,,Big Snake,[[File:Big Snake.png|280px]],2978,84,2,,120,60,60,60,1,1,66,62,0,0,0,0,0,0,0,0,0
Dessourt,1,Normal,Dessourt,[[File:Dessourt.png|130px]],"4883,6372",121,1,,130,99,99,99,1,1,50,50,0,0,0,0,10,150,150,0,0
Dessourt,2,Hard,Dessourt (hard),[[File:Dessourt.png|130px]],6311,217,1,,255,198,198,99,1,1,50,50,0,0,0,0,10,150,150,0,0
Kolodion,1,Human,Kolodion,[[File:Kolodion.png|120px]],"1605,1603,1604",N/A,1,,3,,,,,,,,,,,,,,,,
Kolodion,2,Ogre,Kolodion,[[File:Kolodion ogre form.png|200px]],1606,N/A,1,,65,,,,,,,,,,,,,,,,
Kolodion,3,Spider,Kolodion,[[File:Kolodion spider form.png|250px]],1607,N/A,3,,65,,,,,,,,,,,,,,,,
Kolodion,4,Ghost,Kolodion,[[File:Kolodion ghost form.png|100px]],1608,N/A,1,,78,,,,,,,,,,,,,,,,
Kolodion,5,Demon,Kolodion,[[File:Kolodion demon form.png|200px]],1609,112,3,,107,85,98,105,80,1,0,0,0,0,0,0,0,0,0,0,0
Tarn,,,Mutant tarn,[[File:Mutant tarn.png|200px]],6477,69,3,,80,40,80,40,1,1,0,0,0,0,0,0,50,50,50,50,50
Tarn,,,Tarn,[[File:Tarn ghost.png|110px]],6476,69,1,undead,80,40,80,40,1,1,0,0,0,0,0,0,50,50,50,50,50
Barrelchest,1,Normal,Barrelchest,[[File:Barrelchest.png|270px]],"600,6342",190,3,,134,170,145,140,90,1,80,80,0,0,0,0,0,0,0,0,0
Barrelchest,2,Hard,Barrelchest (hard),[[File:Barrelchest.png|270px]],1126,380,3,,255,306,261,140,162,1,80,80,0,0,0,0,0,0,0,0,0
Kalrag,,,Kalrag,[[File:Kalrag.png|270px]],8993,89,3,,78,78,78,78,1,1,0,0,0,0,0,0,20,17,12,13,13
Commander Zilyana,1,Normal,Commander Zilyana,[[File:Commander Zilyana.png|250px]],2205,596,2,,255,280,196,300,300,250,195,20,200,0,0,0,100,100,100,100,100
Commander Zilyana,2,PvM Arena,Commander Zilyana,[[File:Commander Zilyana.png|250px]],6493,596,2,,255,280,196,300,300,250,195,20,200,0,0,0,100,100,100,100,100
Me,1,Male,Me,[[File:Me.png|x300px]],785,79,1,,45,75,78,74,1,1,0,0,0,0,0,0,0,0,0,0,0
Me,2,Female,Me,[[File:Me (female).png|x300px]],786,79,1,,45,75,78,74,1,1,0,0,0,0,0,0,0,0,0,0,0
Me,3,NMZ,Me,[[File:Me.png|x300px]],6381,79,1,,45,75,78,74,1,1,0,0,0,0,0,0,0,0,0,0,0
Me,4,NMZ (hard),Me (hard),[[File:Me.png|x300px]],6320,201,1,,135,225,234,74,1,1,0,0,0,0,0,0,0,0,0,0,0
Aviansie,1,Level 69,Aviansie,[[File:Aviansie (level 69).png|230px]],3169,69,2,,70,1,1,70,1,71,0,0,0,0,0,0,0,0,0,0,0
Aviansie,2,Level 71,Aviansie,[[File:Aviansie (level 71).png|230px]],3177,71,2,,63,1,1,55,1,86,0,0,0,0,0,0,0,0,0,0,0
Aviansie,3,Level 73,Aviansie,[[File:Aviansie (level 73).png|230px]],3178,73,2,,67,1,1,55,1,89,0,0,0,0,0,0,0,0,0,0,0
Aviansie,4,Level 79 (1),Aviansie,"[[File:Aviansie (level 79, 1).png|230px]]",3170,79,2,,83,1,1,70,1,85,0,0,0,0,0,0,0,0,0,0,0
Aviansie,5,Level 79 (2),Aviansie,"[[File:Aviansie (level 79, 2).png|230px]]",3179,79,2,,77,1,1,55,1,96,0,0,0,0,0,0,0,0,0,0,0
Aviansie,6,Level 83,Aviansie,[[File:Aviansie (level 83).png|230px]],3172,83,2,,86,1,1,100,1,76,0,0,0,0,0,0,0,0,0,0,0
Aviansie,7,Level 84,Aviansie,[[File:Aviansie (level 84).png|230px]],3171,84,2,,86,1,1,70,1,93,0,0,0,0,0,0,0,0,0,0,0
Aviansie,8,Level 89,Aviansie,[[File:Aviansie (level 89).png|230px]],3180,89,2,,69,1,1,115,1,89,0,0,0,0,0,0,0,0,0,0,0
Aviansie,9,Level 92,Aviansie,[[File:Aviansie (level 92).png|230px]],3173,92,2,,95,1,1,100,1,90,0,0,0,0,0,0,0,0,0,0,0
